"cd_assunto_trf";"ds_assunto_completo"
"10146";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / INTERVENÇÃO NO DOMÍNIO ECONÔMICO / PROTEÇÃO À LIVRE CONCORRÊNCIA"
"10147";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / INTERVENÇÃO NO DOMÍNIO ECONÔMICO / PROTEÇÃO À LIVRE CONCORRÊNCIA / VENDA CASADA"
"10148";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / INTERVENÇÃO NO DOMÍNIO ECONÔMICO / PROTEÇÃO À LIVRE CONCORRÊNCIA / PREÇOS PREDATÓRIOS"
"10149";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / INTERVENÇÃO NO DOMÍNIO ECONÔMICO / PROTEÇÃO À LIVRE CONCORRÊNCIA / ACORDO DE EXCLUSIVIDADE"
"10150";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / INTERVENÇÃO NO DOMÍNIO ECONÔMICO / PROTEÇÃO À LIVRE CONCORRÊNCIA / CARTEL"
"10151";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / INTERVENÇÃO NO DOMÍNIO ECONÔMICO / PROTEÇÃO À LIVRE CONCORRÊNCIA / ATOS DE CONCENTRAÇÃO"
"10153";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / INTERVENÇÃO NO DOMÍNIO ECONÔMICO / MOEDA ESTRANGEIRA"
"10154";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / INTERVENÇÃO NO DOMÍNIO ECONÔMICO / EXPURGOS INFLACIONÁRIOS / PLANOS ECONÔMICOS"
"10155";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / INTERVENÇÃO NO DOMÍNIO ECONÔMICO / EXPURGOS INFLACIONÁRIOS / PLANOS ECONÔMICOS / CRUZADOS NOVOS / BLOQUEIO"
"10156";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / INTERVENÇÃO NO DOMÍNIO ECONÔMICO / EXPURGOS INFLACIONÁRIOS / PLANOS ECONÔMICOS / POUPANÇA"
"10157";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA"
"10158";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA / FGTS/FUNDO DE GARANTIA POR TEMPO DE SERVIÇO"
"10159";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA / FGTS/FUNDO DE GARANTIA POR TEMPO DE SERVIÇO / ATUALIZAÇÃO DE CONTA"
"10160";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA / FGTS/FUNDO DE GARANTIA POR TEMPO DE SERVIÇO / LIBERAÇÃO DE CONTA"
"10161";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA / FGTS/FUNDO DE GARANTIA POR TEMPO DE SERVIÇO / JUROS PROGRESSIVOS"
"10162";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA / FGTS/FUNDO DE GARANTIA POR TEMPO DE SERVIÇO / LOCALIZAÇÃO DE CONTAS"
"10163";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA / PIS/PASEP"
"10164";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA / PIS/PASEP / ATUALIZAÇÃO DE CONTA"
"10165";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA / PIS/PASEP / LIBERAÇÃO DE CONTA"
"10166";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA / CONSELHOS REGIONAIS DE FISCALIZAÇÃO PROFISSIONAL E AFINS"
"10167";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA / CONSELHOS REGIONAIS DE FISCALIZAÇÃO PROFISSIONAL E AFINS / REGISTRO PROFISSIONAL"
"10168";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA / CONSELHOS REGIONAIS DE FISCALIZAÇÃO PROFISSIONAL E AFINS / MULTAS E DEMAIS SANÇÕES"
"10169";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA / CONSELHOS REGIONAIS DE FISCALIZAÇÃO PROFISSIONAL E AFINS / QUESTÕES FUNCIONAIS"
"10170";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA / CONSELHOS REGIONAIS DE FISCALIZAÇÃO PROFISSIONAL E AFINS / EXAME DA ORDEM OAB"
"10171";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA / CONSELHOS REGIONAIS DE FISCALIZAÇÃO PROFISSIONAL E AFINS / ELEIÇÕES"
"10172";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA / CONSELHOS REGIONAIS DE FISCALIZAÇÃO PROFISSIONAL E AFINS / ANUIDADES OAB"
"10173";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA / CONSELHOS REGIONAIS DE FISCALIZAÇÃO PROFISSIONAL E AFINS / EXERCÍCIO PROFISSIONAL"
"10174";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA / INSTITUIÇÕES FINANCEIRAS"
"10175";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA / INSTITUIÇÕES FINANCEIRAS / LIBERAÇÃO DE DEPÓSITOS DE INSTITUIÇÃO LIQUIDANDA"
"10176";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA / INSTITUIÇÕES FINANCEIRAS / NORMATIZAÇÕES"
"10177";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA / INSTITUIÇÕES FINANCEIRAS / REMUNERAÇÃO DE ATIVOS RETIDOS"
"10178";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA / INSTITUIÇÕES FINANCEIRAS / COOPERATIVAS DE CRÉDITO"
"10179";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA / INSTITUIÇÕES FINANCEIRAS / LIQUIDAÇÃO EXTRAJUDICIAL"
"10180";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA / FUNDO DE PARTICIPAÇÃO DOS MUNICÍPIOS"
"10181";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA / SEGURO-DESEMPREGO"
"10182";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / DÍVIDA PÚBLICA MOBILIÁRIA"
"10183";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / DÍVIDA PÚBLICA MOBILIÁRIA / APÓLICES DA DÍVIDA PÚBLICA"
"10184";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / DÍVIDA PÚBLICA MOBILIÁRIA / TÍTULOS DA DÍVIDA PÚBLICA"
"10185";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / DÍVIDA PÚBLICA MOBILIÁRIA / TÍTULOS DA DÍVIDA AGRÁRIA"
"10186";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Agentes Políticos"
"10187";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Agentes Políticos (10186) / Magistratura"
"10188";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Agentes Políticos (10186) / Magistratura (10187) / Remuneração"
"10189";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Agentes Políticos (10186) / Magistratura (10187) / Afastamento"
"10190";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Agentes Políticos (10186) / Magistratura (10187) / Processo Disciplinar / Sindicância"
"10191";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Agentes Políticos (10186) / Magistratura (10187) / Aposentadoria"
"10192";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Agentes Políticos (10186) / Magistratura (10187) / Promoção"
"10193";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Agentes Políticos (10186) / Magistratura (10187) / Remoção"
"10194";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / AGENTES POLÍTICOS / MINISTÉRIO PÚBLICO"
"10195";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / AGENTES POLÍTICOS / MINISTÉRIO PÚBLICO / REMUNERAÇÃO"
"10196";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / AGENTES POLÍTICOS / MINISTÉRIO PÚBLICO / AFASTAMENTO"
"10197";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / AGENTES POLÍTICOS / MINISTÉRIO PÚBLICO / PROCESSO DISCIPLINAR / SINDICÂNCIA"
"10198";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / AGENTES POLÍTICOS / MINISTÉRIO PÚBLICO / APOSENTADORIA"
"10199";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / AGENTES POLÍTICOS / MINISTÉRIO PÚBLICO / PROMOÇÃO"
"10200";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / AGENTES POLÍTICOS / MINISTÉRIO PÚBLICO / REMOÇÃO"
"10201";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / AGENTES POLÍTICOS / PREFEITO"
"10202";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / AGENTES POLÍTICOS / PREFEITO / AFASTAMENTO DO CARGO"
"10203";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / AGENTES POLÍTICOS / PREFEITO / REMUNERAÇÃO"
"10204";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / AGENTES POLÍTICOS / PREFEITO / RECONDUÇÃO"
"10205";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / AGENTES POLÍTICOS / PREFEITO / PRESTAÇÃO DE CONTAS"
"10206";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / AGENTES POLÍTICOS / PREFEITO / INDISPONIBILIDADE DE BENS"
"10207";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / AGENTES POLÍTICOS / Governador"
"10208";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / AGENTES POLÍTICOS / Governador / Afastamento do Cargo"
"10209";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / AGENTES POLÍTICOS / Governador / Remuneração"
"10210";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / AGENTES POLÍTICOS / Governador / Recondução"
"10211";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / AGENTES POLÍTICOS / Governador / Prestação de Contas"
"10212";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / AGENTES POLÍTICOS / Governador / Indisponibilidade de Bens"
"10213";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / AGENTES POLÍTICOS / PARLAMENTARES"
"10214";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / AGENTES POLÍTICOS / PARLAMENTARES / REMUNERAÇÃO"
"10215";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / AGENTES POLÍTICOS / PARLAMENTARES / AFASTAMENTO DO CARGO"
"10216";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / AGENTES POLÍTICOS / PARLAMENTARES / RECONDUÇÃO"
"10217";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / AGENTES POLÍTICOS / PARLAMENTARES / PRESTAÇÃO DE CONTAS"
"10218";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / AGENTES POLÍTICOS / PARLAMENTARES / INDISPONIBILIDADE DE BENS"
"10219";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil"
"10220";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Regime Estatutário"
"10221";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Sistema Remuneratório e Benefícios (10288) / Isonomia / Equivalência Salarial"
"10222";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Regime Estatutário (10220) / Estabilidade"
"10223";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Regime Estatutário (10220) / Enquadramento"
"10224";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Regime Estatutário (10220) / Recondução"
"10225";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Regime Estatutário (10220) / Acumulação de Cargos"
"10226";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Regime Estatutário (10220) / Reintegração"
"10227";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Regime Estatutário (10220) / Direito de Greve"
"10228";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Regime Estatutário (10220) / Transferência"
"10229";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Regime Estatutário (10220) / Remoção"
"10230";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Regime Estatutário (10220) / Regime Previdenciário"
"10231";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Regime Estatutário (10220) / Anistia Administrativa"
"10232";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Regime Estatutário (10220) / Reversão"
"10233";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Regime Estatutário (10220) / Redistribuição"
"10234";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Regime Estatutário (10220) / Disponibilidade / Aproveitamento"
"10235";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Regime Estatutário (10220) / Lotação"
"10236";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Regime Estatutário (10220) / Promoção / Ascensão"
"10237";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Regime Estatutário (10220) / Readaptação"
"10238";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Regime Estatutário (10220) / Estágio Probatório"
"10239";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Regime Estatutário (10220) / Nomeação"
"10240";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Regime Estatutário (10220) / Posse e Exercício"
"10241";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Regime Estatutário (10220) / Exoneração"
"10243";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / SERVIDOR PÚBLICO CIVIL / SISTEMA REMUNERATÓRIO E BENEFÍCIOS / COMPLEMENTAÇÃO DE BENEFÍCIO/FERROVIÁRIO"
"10244";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Sistema Remuneratório e Benefícios (10288) / Assistência à Saúde"
"10245";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Sistema Remuneratório e Benefícios (10288) / Assistência Pré-Escolar"
"10246";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Sistema Remuneratório e Benefícios (10288) / Auxílio Natalidade"
"10247";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Sistema Remuneratório e Benefícios (10288) / Auxílio Reclusão"
"10248";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Sistema Remuneratório e Benefícios (10288) / Auxílio Funeral"
"10249";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Sistema Remuneratório e Benefícios (10288) / Salário Família"
"10250";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Pensão"
"10251";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Pensão (10250) / Provisória"
"10252";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Pensão (10250) / Concessão"
"10253";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Pensão (10250) / Restabelecimento"
"10254";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Aposentadoria"
"10255";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Aposentadoria (10254) / Invalidez Permanente"
"10256";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Aposentadoria (10254) / Compulsória"
"10257";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Aposentadoria (10254) / Voluntária"
"10258";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Licenças / Afastamentos"
"10259";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Licenças / Afastamentos (10258) / Dirigente Sindical"
"10260";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Licenças / Afastamentos (10258) / Licença Capacitação (Aperfeiçoamento Profissional)"
"10261";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Licenças / Afastamentos (10258) / Licença Prêmio"
"10262";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Licenças / Afastamentos (10258) / Doença em Pessoa da Família"
"10263";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Licenças / Afastamentos (10258) / Tratamento da Própria Saúde"
"10264";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Licenças / Afastamentos (10258) / Gestante / Adotante / Paternidade"
"10265";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Licenças / Afastamentos (10258) / Interesse Particular"
"10266";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Licenças / Afastamentos (10258) / Serviço Militar"
"10267";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Licenças / Afastamentos (10258) / Atividade Política"
"10268";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Licenças / Afastamentos (10258) / Casamento"
"10269";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Licenças / Afastamentos (10258) / Luto"
"10270";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Licenças / Afastamentos (10258) / Amamentação"
"10271";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Licenças / Afastamentos (10258) / Doação de Sangue"
"10272";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Licenças / Afastamentos (10258) / Alistamento / Serviço Eleitoral"
"10273";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Licenças / Afastamentos (10258) / Acompanhamento de Cônjuge ou Companheiro"
"10274";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Licenças / Afastamentos (10258) / Exercício em Outro Município"
"10275";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Licenças / Afastamentos (10258) / Licença por Acidente em Serviço"
"10276";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Tempo de Serviço"
"10277";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Tempo de Serviço (10276) / Averbação / Contagem de Tempo Especial"
"10278";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Tempo de Serviço (10276) / Averbação / Contagem Recíproca"
"10279";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Processo Administrativo Disciplinar ou Sindicância"
"10280";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Processo Administrativo Disciplinar ou Sindicância (10279) / Demissão ou Exoneração"
"10281";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Processo Administrativo Disciplinar ou Sindicância (10279) / Advertência"
